Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Campeonato de Portugal,Duarte Bonito,Sintrense,21,FB & WB,56.72,79,78.25,83.96,53.36,40.11,61.47,0,14,A,,
2025/26,Campeonato de Portugal,Romeu Abazaj,Mirandela,21,FB & WB,93.75,24.58,62.37,42.16,12.31,63.43,45.24,0,74,C,,
2025/26,Campeonato de Portugal,Hélder Silva,Brito,21,FB & WB,82.09,27.94,63.17,52.49,19.4,39.37,47.48,0,93,C,,
2025/26,Campeonato de Portugal,Miguel Madeira,Mortágua,21,FB & WB,18.19,27.94,36.14,58.83,54.57,42.91,38.99,0,113,D,,
2025/26,Campeonato de Portugal,Mateus Santos,Samora Correia,21,FB & WB,44.87,41.49,58.96,62.94,40.49,53.73,51.31,0,60,C,,
2025/26,Campeonato de Portugal,Gonçalo Ribeiro,Vila Real,21,FB & WB,21.83,46.17,21.38,25.87,22.39,68.84,58.77,0,118,D,,
2025/26,Campeonato de Portugal,Óscar Garcia,Benfica Castelo Branco,21,FB & WB,55.97,31.27,49.47,67.66,36.94,79.42,86.47,0,24,A,,
2025/26,Campeonato de Portugal,Guilherme Fouto,Vasco da Gama Vidigueira,21,FB & WB,87.78,58.66,68.39,49,57.93,49.81,60.54,0,26,B,,
2025/26,Campeonato de Portugal,L. Moreira,Marialvas,21,FB & WB,70.71,34.05,45.2,33.21,37.41,39.68,34.89,0,114,D,,
2025/26,Campeonato de Portugal,João Pereira,Brito,21,FB & WB,42.54,55.58,52.19,50.25,56.16,34.95,29.29,0,102,D,,
2025/26,Campeonato de Portugal,T. Freitas,Fátima,22,FB & WB,93.38,72.46,76.44,55.22,56.06,15.42,40.02,0,41,C,,
2025/26,Campeonato de Portugal,Pedro Cotão,O Elvas,22,FB & WB,34.98,68.36,51.23,52.49,70.8,41.73,45.9,0,58,C,,
2025/26,Campeonato de Portugal,R. Gonçalves,Portimonense SC,22,FB & WB,25.84,19.35,25.75,32.96,41.23,42.66,39.46,0,128,E,,
2025/26,Campeonato de Portugal,José Pereira,Tirsense,22,FB & WB,31.62,74.45,37.69,29.35,53.73,51.74,33.02,0,104,D,,
2025/26,Campeonato de Portugal,Leonardo Serrano,Marinhense,22,FB & WB,45.99,27.94,30.92,9.58,60.63,55.85,10.63,0,126,E,,
2025/26,Campeonato de Portugal,B. Mané Baldé,Aparecida,22,FB & WB,26.59,51.65,33.85,39.55,45.52,73.82,55.97,0,75,C,,
2025/26,Campeonato de Portugal,Rúben Gonçalves,Chaves B,22,FB & WB,63.53,85.35,69.51,69.53,67.35,16.73,35.35,0,38,B,,
2025/26,Campeonato de Portugal,Fábio Alexandre,AR São Martinho,22,FB & WB,23.04,65.32,34.06,37.69,70.15,54.04,41.88,0,87,C,,
2025/26,Campeonato de Portugal,Francisco Moura,Lusitânia,22,FB & WB,21.74,24.58,22.01,24.5,47.57,64.43,49.16,0,120,D,,
2025/26,Campeonato de Portugal,Pedro Aires,Gouveia,22,FB & WB,30.69,41.12,31.56,37.81,10.73,29.54,40.39,0,131,F,,
2025/26,Campeonato de Portugal,Sylvestre Costa,Anadia,22,FB & WB,90.49,49.58,80.76,82.59,69.78,36.07,65.3,0,8,A,,
2025/26,Campeonato de Portugal,G. Sousa,Eléctrico,22,FB & WB,17.63,19.35,19.14,28.48,21.92,41.04,38.62,0,133,F,,
2025/26,Campeonato de Portugal,Leonardo Nunes,Naval 1º de Maio,22,FB & WB,31.81,60.68,31.08,28.86,40.49,82.34,49.44,0,76,C,,
2025/26,Campeonato de Portugal,Carlinhos,Louletano,22,FB & WB,22.2,37.58,39.34,64.3,24.25,71.27,74.16,0,64,C,,
2025/26,Campeonato de Portugal,João Rego,Vilaverdense,23,FB & WB,31.81,59.53,48.19,53.61,65.02,34.83,45.99,0,80,C,,
2025/26,Campeonato de Portugal,Daniel Pereira,JD Lajense,23,FB & WB,43,29.91,44.88,49.5,33.96,64.3,66.23,0,72,C,,
2025/26,Campeonato de Portugal,Diogo Ribeiro,Leça,23,FB & WB,72.29,45.05,60.45,63.68,46.64,66.42,72.48,0,19,A,,
2025/26,Campeonato de Portugal,I. Seidi,Atlético Malveira,23,FB & WB,48.13,70.57,39.13,38.81,53.82,78.36,60.82,0,33,B,,
2025/26,Campeonato de Portugal,Graça,Ribeira Brava,23,FB & WB,69.87,48.22,44.56,25.75,23.97,70.27,54.2,0,77,C,,
2025/26,Campeonato de Portugal,Filipe Carvalho,Florgrade,23,FB & WB,22.95,51.9,32.78,32.59,77.89,56.09,52.89,0,78,C,,
2025/26,Campeonato de Portugal,Sana Mane,Vilaverdense,23,FB & WB,41.23,36.01,59.54,79.98,46.55,39.74,76.12,0,36,B,,
2025/26,Campeonato de Portugal,Ruca,Anadia,23,FB & WB,83.58,51.02,53.46,28.73,20.71,66.48,34.98,0,83,C,,
2025/26,Campeonato de Portugal,Jair Brito,Louletano,23,FB & WB,91.32,26.17,52.72,29.85,36.57,53.05,37.69,0,97,C,,
2025/26,Campeonato de Portugal,Ricardo Cabral,FC Serpa,24,FB & WB,16.04,30.42,27.72,52.36,49.25,53.3,73.88,0,98,C,,
2025/26,Campeonato de Portugal,Tiago Carvalho,Monção,24,FB & WB,66.88,38.01,44.08,22.51,23.88,33.58,39.27,0,123,E,,
2025/26,Campeonato de Portugal,Simão Melhôr,Alpendorada,24,FB & WB,52.43,53.31,65.78,64.3,62.69,58.64,62.22,0,25,A,,
2025/26,Campeonato de Portugal,J. Muriel,Vitória de Sernache,24,FB & WB,46.92,58.55,60.82,81.47,38.99,47.14,69.31,0,30,B,,
2025/26,Campeonato de Portugal,Filipe Marques,Bragança,24,FB & WB,65.86,69.23,72.65,77.49,61.29,47.89,47.29,0,17,A,,
2025/26,Campeonato de Portugal,Marcos Bebê,Oliveira Hospital,24,FB & WB,42.26,55.39,69.94,87.56,79.29,71.39,77.24,0,1,S,,
2025/26,Campeonato de Portugal,Y. Lobo,Machico,24,FB & WB,56.9,57.17,66.95,59.95,82.18,57.9,44.59,0,23,A,,
2025/26,Campeonato de Portugal,Hugo Ferreira,Os Limianos,24,FB & WB,40.67,69.49,57.52,71.52,58.12,67.23,58.4,0,20,A,,
2025/26,Campeonato de Portugal,João Mendes,Peniche,24,FB & WB,58.96,24.58,40.14,36.69,66.98,50.62,37.59,0,100,C,,
2025/26,Campeonato de Portugal,N. Viana,Oliveira Hospital,24,FB & WB,95.52,37.76,77.51,63.68,50.75,19.03,27.89,0,68,C,,
2025/26,Campeonato de Portugal,Miguel Baptista,Comércio Indústria,24,FB & WB,44.4,24.58,39.23,55.72,61.47,55.22,63.43,0,61,C,,
2025/26,Campeonato de Portugal,Andre Paço,Florgrade,24,FB & WB,36.47,27.94,50.64,68.28,42.16,29.98,68.84,0,90,C,,
2025/26,Campeonato de Portugal,André Santos,Marialvas,24,FB & WB,60.35,62.15,50.48,42.41,75.19,65.11,40.67,0,31,B,,
2025/26,Campeonato de Portugal,R. Diogo,Resende,25,FB & WB,15.86,31.67,40.03,77.36,67.35,48.07,76.03,0,46,C,,
2025/26,Campeonato de Portugal,David Quimontche,Eléctrico,25,FB & WB,16.14,26.69,28.57,52.49,31.72,37.56,50.84,0,124,E,,
2025/26,Campeonato de Portugal,Rodrigo Domingues,Alcochetense,25,FB & WB,36.66,43.48,38.27,36.44,64.74,39.61,25.84,0,115,D,,
2025/26,Campeonato de Portugal,Vasco Cruz,UD da Serra,25,FB & WB,85.73,37.1,42.48,10.57,53.26,77.55,43,0,67,C,,
2025/26,Campeonato de Portugal,Carlos Silva,Mortágua,25,FB & WB,21.27,38.77,25.32,29.48,77.24,48.13,30.04,0,117,D,,
2025/26,Campeonato de Portugal,Pedro Vieira,Benfica Castelo Branco,25,FB & WB,50.93,81.1,46.7,33.46,38.81,43.47,11.94,0,111,D,,
2025/26,Campeonato de Portugal,Ismael António,Monção,25,FB & WB,17.07,31.11,17.06,25.62,23.23,58.71,45.43,0,129,E,,
2025/26,Campeonato de Portugal,P. Veiga,Lagoa,25,FB & WB,36.29,17.61,17.86,2.36,41.42,59.64,29.94,0,132,F,,
2025/26,Campeonato de Portugal,B. Cruz,Beira-Mar,25,FB & WB,46.27,39.33,31.66,25,77.99,80.35,52.71,0,54,C,,
2025/26,Campeonato de Portugal,D. Carvalho,Os Limianos,25,FB & WB,81.44,45.23,58.21,42.04,69.03,54.54,46.18,0,34,B,,
2025/26,Campeonato de Portugal,André Guedes,Vitória de Sernache,25,FB & WB,47.95,86.08,72.97,88.31,59.79,31.09,77.8,0,9,A,,
2025/26,Campeonato de Portugal,Miguel Rosa,Eléctrico,26,FB & WB,25.47,38.77,36.46,49.88,36.66,49.13,47.67,0,110,D,,
2025/26,Campeonato de Portugal,Miguel Dias,Brito,26,FB & WB,79.01,62.6,70.47,60.57,70.8,42.35,63.9,0,15,A,,
2025/26,Campeonato de Portugal,Cristiano Abreu,Marinhense,26,FB & WB,37.69,51.57,54.8,62.81,73.69,29.73,52.71,0,59,C,,
2025/26,Campeonato de Portugal,Tiago Ferreira,Peniche,26,FB & WB,90.86,24.58,68.76,57.21,33.58,53.61,50.28,0,43,C,,
2025/26,Campeonato de Portugal,Fábio Faria,Moncarapachense,26,FB & WB,40.21,30.19,44.03,56.47,53.54,31.97,33.21,0,112,D,,
2025/26,Campeonato de Portugal,João Martins,Tirsense,26,FB & WB,26.12,50.56,47.33,67.16,46.83,86.5,79.2,0,22,A,,
2025/26,Campeonato de Portugal,Didier Mosquera,Bragança,26,FB & WB,39.93,49.33,40.67,35.45,47.76,64.43,36.75,0,96,C,,
2025/26,Campeonato de Portugal,J. Rosário,Aparecida,26,FB & WB,38.81,54.18,46.48,45.65,34.05,61.26,44.96,0,86,C,,
2025/26,Campeonato de Portugal,J. Tsuno,Monção,26,FB & WB,45.43,56.36,67.8,86.57,38.25,63.43,81.44,0,12,A,,
2025/26,Campeonato de Portugal,Ricardo Lamy,Lagoa,27,FB & WB,32.09,40.94,33.16,33.33,23.79,71.21,54.85,0,105,D,,
2025/26,Campeonato de Portugal,Cássio,Os Limianos,27,FB & WB,54.57,62.04,68.07,71.27,67.16,27.92,49.91,0,35,B,,
2025/26,Campeonato de Portugal,Marinho,Alcochetense,27,FB & WB,82.37,74.65,76.6,71.52,57.37,61.94,58.49,0,4,S,,
2025/26,Campeonato de Portugal,Renato Gomes,JD Lajense,27,FB & WB,40.02,32.35,29,21.64,26.96,34.45,46.55,0,130,E,,
2025/26,Campeonato de Portugal,Fabinho,Moncarapachense,27,FB & WB,23.6,69.46,37.9,40.55,80.04,47.89,33.77,0,81,C,,
2025/26,Campeonato de Portugal,C. Tovar,Machico,27,FB & WB,66.42,63.26,57.09,48.88,36.19,29.29,44.12,0,92,C,,
2025/26,Campeonato de Portugal,Zé Maria,Lagoa,27,FB & WB,33.21,79.41,59.33,87.94,29.48,23.38,62.87,0,57,C,,
2025/26,Campeonato de Portugal,Roberto Coelho,Ribeira Brava,27,FB & WB,29.38,32.91,49.47,70.02,46.74,24.56,48.13,0,106,D,,
2025/26,Campeonato de Portugal,Eury Bento,Atlético Malveira,27,FB & WB,73.41,58.66,64.18,55.22,37.13,29.6,45.99,0,70,C,,
2025/26,Campeonato de Portugal,Iuri Alves,UD da Serra,27,FB & WB,35.45,76.27,51.49,50.12,76.21,69.59,51.4,0,28,B,,
2025/26,Campeonato de Portugal,Nassur Bacém,Moncarapachense,27,FB & WB,44.5,35.15,51.17,51.62,24.81,52.05,54.76,0,99,C,,
2025/26,Campeonato de Portugal,João Mendes,Juventude Évora,27,FB & WB,17.54,67.2,15.83,7.34,76.68,66.11,36.19,0,108,D,,
2025/26,Campeonato de Portugal,Diogo Trindade,Monção,27,FB & WB,51.31,67.33,52.83,61.69,76.49,74.32,75.93,0,5,A,,
2025/26,Campeonato de Portugal,Júnior,Juventude Évora,28,FB & WB,58.86,41.08,33.85,21.39,47.57,53.48,38.62,0,109,D,,
2025/26,Campeonato de Portugal,Edgar Teixeira,Rebordosa,28,FB & WB,25,64.03,42.96,55.85,37.59,65.98,73.32,0,45,C,,
2025/26,Campeonato de Portugal,Ézio Pinto,Atlético Malveira,28,FB & WB,24.35,45.23,50.32,76.49,44.5,40.3,57,0,73,C,,
2025/26,Campeonato de Portugal,F. Sanchez,Celoricense,28,FB & WB,50.56,56.42,53.84,47.14,72.95,37.06,54.48,0,55,C,,
2025/26,Campeonato de Portugal,Bruno Kajé,Lusitânia,28,FB & WB,40.86,43.24,52.67,70.52,18.28,64.74,72.39,0,47,C,,
2025/26,Campeonato de Portugal,José Varela,Sintrense,28,FB & WB,78.54,37.76,76.44,72.14,20.52,6.65,42.54,0,103,D,,
2025/26,Campeonato de Portugal,D. Quiñones,Vila Meã,28,FB & WB,35.63,47.84,49.09,55.97,45.43,65.67,62.03,0,48,C,,
2025/26,Campeonato de Portugal,João Tentugal,Salgueiros,28,FB & WB,71.83,47.09,47.23,32.84,58.77,58.52,41.88,0,63,C,,
2025/26,Campeonato de Portugal,João Miguel,Uniao Lamas,28,FB & WB,65.21,80.25,74.52,75.87,42.26,55.29,77.24,0,6,A,,
2025/26,Campeonato de Portugal,Guilherme,Comércio Indústria,29,FB & WB,63.62,30.67,56.72,61.44,58.58,49.32,50.37,0,49,C,,
2025/26,Campeonato de Portugal,Celsinho,Lagoa,29,FB & WB,70.34,50.83,55.28,36.19,38.62,76.43,45.99,0,42,C,,
2025/26,Campeonato de Portugal,Tiago Melo,Beira-Mar,29,FB & WB,82.56,73.08,76.76,66.29,76.77,48.57,51.96,0,7,A,,
2025/26,Campeonato de Portugal,Henrique Brito,Vianense,29,FB & WB,37.31,62.95,46.64,45.77,79.57,84.58,59.89,0,18,A,,
2025/26,Campeonato de Portugal,B. Beato,Fátima,29,FB & WB,37.13,74.58,51.6,48.76,64.09,64.74,41.32,0,37,B,,
2025/26,Campeonato de Portugal,Ivo Palma,Peniche,29,FB & WB,59.7,75.39,60.34,60.7,69.4,61.5,65.86,0,10,A,,
2025/26,Campeonato de Portugal,Rodrigo Souto,Vasco da Gama Vidigueira,29,FB & WB,37.13,65.01,54.85,72.26,48.88,37.75,60.45,0,52,C,,
2025/26,Campeonato de Portugal,Elvis,Louletano,29,FB & WB,75.28,48.6,54.53,31.59,49.44,49.5,32.37,0,82,C,,
2025/26,Campeonato de Portugal,Francisco Afonso,Cinfães,29,FB & WB,19.5,21.59,23.83,34.7,60.63,61.13,58.96,0,107,D,,
2025/26,Campeonato de Portugal,Chico,AR São Martinho,30,FB & WB,58.68,24.58,52.51,59.2,79.38,49.13,43.47,0,50,C,,
2025/26,Campeonato de Portugal,G. Goudelias,Resende,30,FB & WB,32.37,29.43,24.47,19.03,32.93,76.37,41.23,0,119,D,,
2025/26,Campeonato de Portugal,Armando,Vila Real,30,FB & WB,66.23,40,56.5,49.75,37.59,50.81,52.99,0,65,C,,
2025/26,Campeonato de Portugal,Rui Martins,Oriental Lisboa,30,FB & WB,49.81,50.2,47.49,40.42,18,23.63,25.56,0,127,E,,
2025/26,Campeonato de Portugal,Gonçalo Maria,Naval 1º de Maio,30,FB & WB,82.84,73.06,68.23,44.4,52.8,32.15,43.38,0,51,C,,
2025/26,Campeonato de Portugal,Zé Domingos,Leça,30,FB & WB,72.48,74.83,85.98,90.8,74.25,42.48,59.42,0,3,S,,
2025/26,Campeonato de Portugal,Fábio Rodrigo,Alpendorada,30,FB & WB,63.43,82.57,82.36,97.26,72.95,31.16,75.65,0,2,S,,
2025/26,Campeonato de Portugal,João Padi,Celoricense,30,FB & WB,64.74,78.43,62.05,52.61,35.63,32.21,46.74,0,66,C,,
2025/26,Campeonato de Portugal,Assis Júnior,Cinfães,30,FB & WB,37.5,69.97,45.31,42.41,59.51,49.07,47.48,0,69,C,,
2025/26,Campeonato de Portugal,Miguel Silva,Rebordosa,30,FB & WB,50.09,65.45,41.84,22.39,48.51,68.66,34.7,0,84,C,,
2025/26,Campeonato de Portugal,Gaby Faria,Vianense,31,FB & WB,58.68,76.77,51.44,37.19,44.31,38.93,33.02,0,94,C,,
2025/26,Campeonato de Portugal,Filipe Gusmão,Brito,31,FB & WB,78.26,21.59,67.96,81.34,75.19,47.39,58.96,0,16,A,,
2025/26,Campeonato de Portugal,Daniel Rodriguez,Uniao Lamas,31,FB & WB,42.16,32.41,44.83,50.5,26.59,80.29,78.64,0,44,C,,
2025/26,Campeonato de Portugal,Cristiano Gomes,Camacha,31,FB & WB,41.04,55.3,60.98,66.29,50.84,44.4,59.42,0,40,B,,
2025/26,Campeonato de Portugal,João Nogueira,Naval 1º de Maio,32,FB & WB,59.89,59.9,52.77,25.25,35.63,37,27.52,0,116,D,,
2025/26,Campeonato de Portugal,Carlos Freitas,O Elvas,32,FB & WB,22.85,32.17,22.87,30.22,93.84,70.52,35.73,0,89,C,,
2025/26,Campeonato de Portugal,Fábio China,Camacha,33,FB & WB,35.82,63.51,55.6,68.66,59.79,53.05,78.54,0,27,B,,
2025/26,Campeonato de Portugal,César Medina,O Elvas,33,FB & WB,63.62,54.3,41.1,18.03,36.38,32.21,30.41,0,122,E,,
2025/26,Campeonato de Portugal,Jorge Miguel,Salgueiros,35,FB & WB,43.84,55,42.54,42.29,77.43,31.84,31.25,0,101,D,,
2025/26,Campeonato de Portugal,Joãozinho,Oriental Lisboa,36,FB & WB,61.85,78.26,62.58,52.36,70.34,39.74,44.78,0,32,B,,
2025/26,Campeonato de Portugal,Itto Cruz,JD Lajense,37,FB & WB,72.29,19.35,42,20.77,86.19,61.94,36.66,0,71,C,,
2025/26,Campeonato de Portugal,A. Sousa,UD da Serra,39,MF,43.58,59.05,35.38,22.97,66.05,72.52,41.22,0,76,C,,
2025/26,Campeonato de Portugal,Francisco Fernandes,Monção,19,MF,83.45,52.81,77.9,70.16,71.71,29.34,46.37,0,30,B,,
2025/26,Campeonato de Portugal,Rodrigo Braga,Uniao Lamas,19,MF,16.13,38,31.03,49.44,73.4,60.92,65.46,0,75,C,,
2025/26,Campeonato de Portugal,A. Soumare,FC Alverca B,19,MF,72.04,79.54,57.72,34.23,48.99,47.13,38.68,0,65,C,,
2025/26,Campeonato de Portugal,Mairlon Oliveira,Oliveira Hospital,20,MF,79.48,46.88,76.54,83,72.38,61.88,76.18,0,5,A,,
2025/26,Campeonato de Portugal,Hugo Martins,FC Alverca B,20,MF,35.98,67.05,43.77,50.68,37.25,36.04,28.04,0,111,D,,
2025/26,Campeonato de Portugal,L. Giuntini Santiago,Mirandela,20,MF,76.94,63.62,83.35,84.8,31.59,71.4,82.09,0,10,A,,
2025/26,Campeonato de Portugal,D. Sancho,Beira-Mar,20,MF,87.75,47.29,82.43,87.05,47.72,69.88,89.19,0,4,A,,
2025/26,Campeonato de Portugal,Rafael Figueiredo,Gouveia,20,MF,59.8,45.15,66.99,78.15,47.97,22.07,52.03,0,68,C,,
2025/26,Campeonato de Portugal,H. Soares,Comércio Indústria,20,MF,56.5,52.49,49.47,38.96,39.95,30.63,31.84,0,115,D,,
2025/26,Campeonato de Portugal,Lucas Werneck,Chaves B,20,MF,78.12,30.85,56.08,38.18,27.79,36.2,29.48,0,118,D,,
2025/26,Campeonato de Portugal,Gui Monteiro,Naval 1º de Maio,20,MF,58.02,55.06,56.47,60.47,68.33,36.54,63.09,0,45,C,,
2025/26,Campeonato de Portugal,Mateus Matos,Lusitânia,21,MF,60.73,46.11,61,54.5,19.26,18.69,36.99,0,124,D,,
2025/26,Campeonato de Portugal,P. Otumba,Chaves B,21,MF,21.88,72.78,52.32,77.93,61.15,37.67,79.22,0,43,C,,
2025/26,Campeonato de Portugal,David Peres,Benfica Castelo Branco,21,MF,44.59,36.59,30.65,17.91,50.51,55.86,23.82,0,125,D,,
2025/26,Campeonato de Portugal,João Cruz,Benfica Castelo Branco,21,MF,45.86,27.13,34.75,36.6,46.03,73.09,48.73,0,90,C,,
2025/26,Campeonato de Portugal,Gabriel Rodrigues,Chaves B,21,MF,25.59,51.55,32.63,36.82,76.77,36.2,34.8,0,103,D,,
2025/26,Campeonato de Portugal,Pedro Santos,Lusitânia,21,MF,37.08,30.85,46.09,62.27,50.17,26.86,56.59,0,105,D,,
2025/26,Campeonato de Portugal,André Castelhano,Vasco da Gama Vidigueira,21,MF,22.04,20.38,29.68,45.16,46.79,27.93,55.57,0,130,E,,
2025/26,Campeonato de Portugal,Eduardo Barradas,Benfica Castelo Branco,21,MF,83.78,45.2,60.04,41.55,37.16,56.14,43.33,0,72,C,,
2025/26,Campeonato de Portugal,R. Embaló,Vitória de Sernache,21,MF,29.56,56.01,33.83,52.48,31.42,72.24,61.06,0,86,C,,
2025/26,Campeonato de Portugal,Bruno Faria,Ribeira Brava,21,MF,18.67,53.26,21.04,15.54,37.58,38.96,26.01,0,143,E,,
2025/26,Campeonato de Portugal,Mariano Regal,Vianense,21,MF,74.07,70.06,60.38,50.11,62.42,41.22,38.77,0,47,C,,
2025/26,Campeonato de Portugal,Pedro Almeida,Lusitânia,21,MF,38.6,48.69,39.96,29.62,30.15,50.73,59.63,0,116,D,,
2025/26,Campeonato de Portugal,Diogo Alves,Alpendorada,21,MF,29.05,62.53,48.41,52.59,52.28,56.02,39.86,0,80,C,,
2025/26,Campeonato de Portugal,Figa,Tirsense,22,MF,77.36,49.65,60.33,25.56,50.59,32.15,21.79,0,102,D,,
2025/26,Campeonato de Portugal,C. Augusto,Brito,22,MF,46.28,57.57,39.58,51.01,83.61,84.91,77.03,0,16,B,,
2025/26,Campeonato de Portugal,P. Miguel Rocha Macedo,Vilaverdense,22,MF,67.82,41.92,47.97,45.27,26.44,14.02,21.88,0,131,E,,
2025/26,Campeonato de Portugal,Tomás Vilela,Atlético Malveira,22,MF,54.56,47.55,41.55,30.29,61.4,74.1,49.32,0,57,C,,
2025/26,Campeonato de Portugal,R. Mendes Correia,Atlético Malveira,22,MF,82.09,41.71,62.11,56.87,47.89,54.22,57.01,0,44,C,,
2025/26,Campeonato de Portugal,Alex Silva,Fátima,22,MF,52.79,46.11,35.81,14.86,60.14,73.31,34.71,0,89,C,,
2025/26,Campeonato de Portugal,Coquinho,Oliveira Hospital,22,MF,89.44,67.76,89.29,90.65,86.49,73.31,74.92,0,1,S,,
2025/26,Campeonato de Portugal,Marco Pires,Fátima,22,MF,77.62,23.42,56.32,45.27,21.71,89.98,58.11,0,56,C,,
2025/26,Campeonato de Portugal,João Silva,Eléctrico,22,MF,21.96,47.74,33.49,43.69,42.57,18.19,27.28,0,137,E,,
2025/26,Campeonato de Portugal,Ricardo Matias,Marinhense,22,MF,42.82,49.65,56.37,50.45,28.72,39.64,42.65,0,108,D,,
2025/26,Campeonato de Portugal,Vasco Djú,Samora Correia,23,MF,32.77,54.41,28.33,20.95,45.78,61.37,39.95,0,114,D,,
2025/26,Campeonato de Portugal,Rúben Santos,Comércio Indústria,23,MF,33.28,27.13,57.29,87.84,49.83,67.34,70.44,0,35,C,,
2025/26,Campeonato de Portugal,Tiago Antunes,Anadia,23,MF,77.28,59.6,84.6,96.96,42.82,34.68,82.35,0,20,B,,
2025/26,Campeonato de Portugal,Claudio Mendes,Anadia,23,MF,24.49,20.38,34.89,54.05,38.18,25.62,39.1,0,133,E,,
2025/26,Campeonato de Portugal,D. Baba Dabo,Oliveira Hospital,23,MF,60.56,45.15,55.6,57.66,52.03,58.78,56.33,0,51,C,,
2025/26,Campeonato de Portugal,João Tiago,Marialvas,23,MF,72.38,84.65,64.09,44.37,64.78,38.74,59.12,0,34,B,,
2025/26,Campeonato de Portugal,F. Alves Carneiro Leal,Rebordosa,23,MF,35.73,72.65,60.62,77.36,43.67,56.14,52.79,0,42,C,,
2025/26,Campeonato de Portugal,B. Tcherno Candé,FC Serpa,23,MF,12.16,27.13,10.86,7.66,24.58,56.42,29.65,0,145,F,,
2025/26,Campeonato de Portugal,Rubinho,Uniao Lamas,23,MF,25.93,60.69,55.02,81.64,68.33,65.54,64.61,0,25,B,,
2025/26,Campeonato de Portugal,Edgar Moura,Vitória de Sernache,23,MF,76.1,44.92,69.06,52.59,50.51,60.92,47.72,0,40,C,,
2025/26,Campeonato de Portugal,Mamade Fernandes,Peniche,23,MF,28.21,30.85,29.39,25.79,26.94,60.92,54.98,0,129,E,,
2025/26,Campeonato de Portugal,Willian Gomes,Machico,23,MF,64.02,23.42,34.07,20.72,37.08,75.84,51.27,0,100,D,,
2025/26,Campeonato de Portugal,D. Pereira Nunes,Cinfães,23,MF,73.73,78.06,75.14,74.44,34.88,32.55,58.02,0,41,C,,
2025/26,Campeonato de Portugal,G. Dougnon,Vilaverdense,23,MF,29.56,23.42,44.35,66.33,44.51,31.81,47.04,0,112,D,,
2025/26,Campeonato de Portugal,Francisco Ferreira,Fátima,23,MF,31.08,33.71,39.24,48.65,57.01,60.81,54.48,0,85,C,,
2025/26,Campeonato de Portugal,André Grave,Lagoa,24,MF,15.96,46.05,41.46,73.99,65.96,39.13,67.48,0,69,C,,
2025/26,Campeonato de Portugal,Alexandre Moutinho,Portimonense SC,24,MF,80.91,39.29,63.95,52.82,27.28,16.84,29.31,0,117,D,,
2025/26,Campeonato de Portugal,Carlos Avelino,Leça,24,MF,69.93,55.56,57.67,39.41,89.95,89.86,67.4,0,7,A,,
2025/26,Campeonato de Portugal,Gonçalo Batalha,Marinhense,24,MF,29.48,68.98,51.11,62.73,81.93,42.17,59.71,0,39,C,,
2025/26,Campeonato de Portugal,M. Saleh,Eléctrico,24,MF,37.25,65.8,44.16,41.22,45.95,66.39,64.19,0,67,C,,
2025/26,Campeonato de Portugal,V. Neto,JD Lajense,24,MF,51.01,72.31,51.45,34.8,43.58,80.86,52.28,0,49,C,,
2025/26,Campeonato de Portugal,Deven Monteiro,Tirsense,24,MF,88.43,49.7,86.49,84.91,42.74,20.95,57.26,0,37,C,,
2025/26,Campeonato de Portugal,Pedro Sancho,Florgrade,24,MF,37.84,79.53,56.81,64.86,87.08,58.73,68.58,0,14,B,,
2025/26,Campeonato de Portugal,Tomás Lacerda,Sintrense,24,MF,81.25,62.27,74.18,65.43,12.75,61.15,53.55,0,48,C,,
2025/26,Campeonato de Portugal,Rodrigo Elias,Juventude Évora,24,MF,87.84,65.98,70.08,44.71,54.14,61.77,56,0,28,B,,
2025/26,Campeonato de Portugal,J. Francisco Torcato Pascoal,Eléctrico,24,MF,11.49,27.13,16.7,22.18,35.3,22.92,19.43,0,147,F,,
2025/26,Campeonato de Portugal,Daniel Lança,Vasco da Gama Vidigueira,24,MF,27.53,65.1,54.97,79.39,67.06,48.65,71.2,0,33,B,,
2025/26,Campeonato de Portugal,Matchu,Celoricense,24,MF,18.83,30.4,16.84,16.44,17.48,25,41.55,0,148,F,,
2025/26,Campeonato de Portugal,Sérgio Meireles,O Elvas,24,MF,16.89,36.76,33.01,49.32,16.39,31.81,52.36,0,139,E,,
2025/26,Campeonato de Portugal,Bula,Mortágua,24,MF,20.44,20.38,28.19,43.81,23.9,67.12,57.09,0,126,D,,
2025/26,Campeonato de Portugal,João Matos,Os Limianos,25,MF,83.7,34.34,50.58,18.81,35.22,52.2,28.63,0,110,D,,
2025/26,Campeonato de Portugal,Diogo Andrezo,AR São Martinho,25,MF,44.85,88.88,74.95,99.55,88.09,41.67,87.33,0,3,A,,
2025/26,Campeonato de Portugal,Abel Joshua,JD Lajense,25,MF,91.64,63.62,86.44,82.88,62.58,34.74,55.83,0,15,B,,
2025/26,Campeonato de Portugal,Diogo Gonçalves,Tirsense,25,MF,69.34,51.57,46.43,34.01,34.21,50.56,47.97,0,96,D,,
2025/26,Campeonato de Portugal,J.  Fonseca,Atlético Malveira,25,MF,25,34.34,34.03,37.39,45.02,38.4,53.38,0,127,D,,
